variable,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
emissions_ch4_scope1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emissions_ch4_scope2,18.179876030433487,17.43680514867769,16.605642568090392,15.546219335767647,14.614646557480008,13.835662477531008,12.449621420195347,11.15980177689904,9.791045880310227,9.385004272649889,8.540664607904409,7.444750081310889,7.163735677778061,6.5013862724348215,5.873177930796437,5.157850577004184,4.791722107714879,4.436265850881872,4.058050908593105,3.6811054731020776,3.2558772307856674,2.9784638764954248,2.697458363003815,2.3596121067534437,1.9843947710574679,1.6539861392288284,1.3544637209105972,0.9990677273336092,0.6703623840313363,0.3359552338387295,0.009784642013365154
emissions_ch4_scope3_downstream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emissions_ch4_scope3_upstream,1.171351971775952,1.1941636285562425,1.1996910323345888,1.1682619138699748,1.161856236491919,1.1769458767998788,1.1759019342182144,1.1784903591998865,1.1703570957356246,1.1862756901687994,1.1985902198499747,1.188110937163129,1.203376105672332,1.2024088810887084,1.2102005275070777,1.1742818030640054,1.1846425656574202,1.2043379290743905,1.2123753008146394,1.2223551424902976,1.210890563832286,1.245099344866347,1.2846630294118149,1.2941496918845716,1.2644394478089451,1.2676532200006285,1.3170671074019367,1.2760881829613981,1.2883152459239893,1.2749533818320977,1.2831692330878344
emissions_co2_scope1,119.4512832205749,121.08096873265606,121.46839022499222,117.94831227841837,116.64134689129418,116.72692798103104,112.8990914244206,109.49313414873438,104.5355377486981,106.96390544366297,106.4927015792323,100.98208091493198,103.27537017157435,101.10257298059086,99.42967524664255,93.39633895243703,93.92944303111126,94.595953272476,94.75616160732928,95.25257384801903,91.77900710524297,96.21636646245008,100.06856116070053,100.47785278758552,96.31118068775918,96.51038916957775,101.94218551304256,96.81415260631547,97.54340451146523,95.10028678604965,95.55048424441286
emissions_co2_scope1_captured,0.0,1.4205210669539998,1.907640189372147,2.381147211690147,2.6179007228491473,2.9998335315690556,3.5200349043872676,3.9019677131071755,4.494758734705841,4.804101894645296,5.0408554058042965,5.514362428122296,5.58695207690275,5.870399938561962,6.153847800221173,6.74663882181984,7.030086683479051,7.622877705077717,7.695467353858171,7.978915215517382,8.36084802423729,8.644295885896502,8.690990236396715,8.927743747555715,9.164497258714716,9.164497258714716,9.237086907495168,9.546430067434622,9.855773227374078,9.90246757787429,10.211810737813744
emissions_co2_scope2,18.179876030433487,17.43680514867769,16.605642568090392,15.546219335767647,14.614646557480008,13.835662477531008,12.449621420195347,11.15980177689904,9.791045880310227,9.385004272649889,8.540664607904409,7.444750081310889,7.163735677778061,6.5013862724348215,5.873177930796437,5.157850577004184,4.791722107714879,4.436265850881872,4.058050908593105,3.6811054731020776,3.2558772307856674,2.9784638764954248,2.697458363003815,2.3596121067534437,1.9843947710574679,1.6539861392288284,1.3544637209105972,0.9990677273336092,0.6703623840313363,0.3359552338387295,0.009784642013365154
emissions_co2_scope3_downstream,47.118437809092626,47.118437809092626,47.118437809092626,47.118437809092626,47.118437809092626,48.036329454724296,48.648257218478754,49.566148864110424,50.178076627864876,50.79000439161933,51.707896037251,52.31982380100545,52.9317515647599,53.543679328514344,54.1556070922688,54.13534920156983,54.66343236744421,55.16714817232825,55.64808251218695,56.11351664924161,56.41202825085889,56.974454632309914,58.13313755667272,58.43910143854995,58.11287966597376,58.453015745389,59.356993084181624,59.064943509143454,59.342430559739,59.47166706963114,59.70342017213735
emissions_co2_scope3_upstream,4.058264965407383,20.314349044436472,20.52321465090795,20.187438731283358,20.21419025238331,20.72119198735051,21.096280599683467,21.597340688145266,22.045490805240263,22.38047495582239,22.877940769252195,23.34217675886524,23.756214631649698,24.06980607744221,24.376535530298412,24.065254590429976,24.373398568908033,24.795893680546488,24.918541076975362,25.20196836555216,24.548265466006,25.690155674128988,26.599575389038353,26.757868896566844,25.983308521997827,26.094520751483106,27.260492896629234,26.419399415715002,26.692232163056797,26.218468674252325,26.590290040295212
emissions_n2o_scope1,0.0,0.0,0.0025281553659396525,0.0025281553659396525,0.0025281553659396525,0.0025281553659396525,0.007584466097818957,0.012640776829698263,0.012640776829698263,0.012640776829698263,0.012640776829698263,0.012640776829698263,0.012640776829698263,0.012640776829698263,0.012640776829698263,0.008402151641381065,0.008402151641381065,0.008402151641381065,0.008402151641381065,0.008402151641381065,0.007740846842103885,0.008402151641381065,0.012640776829698263,0.012640776829698263,0.008402151641381065,0.008402151641381065,0.012640776829698263,0.008402151641381065,0.008402151641381065,0.007740846842103885,0.007740846842103885
emissions_n2o_scope2,18.179876030433487,17.43680514867769,16.605642568090392,15.546219335767647,14.614646557480008,13.835662477531008,12.449621420195347,11.15980177689904,9.791045880310227,9.385004272649889,8.540664607904409,7.444750081310889,7.163735677778061,6.5013862724348215,5.873177930796437,5.157850577004184,4.791722107714879,4.436265850881872,4.058050908593105,3.6811054731020776,3.2558772307856674,2.9784638764954248,2.697458363003815,2.3596121067534437,1.9843947710574679,1.6539861392288284,1.3544637209105972,0.9990677273336092,0.6703623840313363,0.3359552338387295,0.009784642013365154
emissions_n2o_scope3_downstream,0.5211505716911286,0.529176015650425,0.5315585654272642,0.5315585654272642,0.5339539366901114,0.5436050734197443,0.5484782915201651,0.5581294283332453,0.5629201660120476,0.5676980822178138,0.5773363974614389,0.5744151446857283,0.5892747796627823,0.5940526958685486,0.6020781348419562,0.5657832136687445,0.5718008168738747,0.5758308144640222,0.5802614387522936,0.5854578337885797,0.5729300498633052,0.5935758058517874,0.638217649196088,0.6254223446658558,0.5966161893508733,0.5986378785128267,0.6326781101326416,0.6053898323038214,0.6076631974694684,0.6018430619676747,0.6055422787018062
emissions_n2o_scope3_upstream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
