product,year,region,name,unit,electrolyser_efficiency
Ammonia,2043,Russia,Electrolyser efficiency,kWh/tH2,46400
Ammonium nitrate,2043,Russia,Electrolyser efficiency,kWh/tH2,46400
Urea,2043,Russia,Electrolyser efficiency,kWh/tH2,46400
Ammonia,2043,Europe,Electrolyser efficiency,kWh/tH2,46400
Ammonium nitrate,2043,Europe,Electrolyser efficiency,kWh/tH2,46400
Urea,2043,Europe,Electrolyser efficiency,kWh/tH2,46400
Ammonia,2043,India,Electrolyser efficiency,kWh/tH2,46400
Ammonium nitrate,2043,India,Electrolyser efficiency,kWh/tH2,46400
Urea,2043,India,Electrolyser efficiency,kWh/tH2,46400
Ammonia,2043,Middle East,Electrolyser efficiency,kWh/tH2,46400
Ammonium nitrate,2043,Middle East,Electrolyser efficiency,kWh/tH2,46400
Urea,2043,Middle East,Electrolyser efficiency,kWh/tH2,46400
Ammonia,2043,Africa,Electrolyser efficiency,kWh/tH2,46400
Ammonium nitrate,2043,Africa,Electrolyser efficiency,kWh/tH2,46400
Urea,2043,Africa,Electrolyser efficiency,kWh/tH2,46400
Ammonia,2043,Latin America,Electrolyser efficiency,kWh/tH2,46400
Ammonium nitrate,2043,Latin America,Electrolyser efficiency,kWh/tH2,46400
Urea,2043,Latin America,Electrolyser efficiency,kWh/tH2,46400
Ammonia,2043,Oceania,Electrolyser efficiency,kWh/tH2,46400
Ammonium nitrate,2043,Oceania,Electrolyser efficiency,kWh/tH2,46400
Urea,2043,Oceania,Electrolyser efficiency,kWh/tH2,46400
Ammonia,2043,Brazil,Electrolyser efficiency,kWh/tH2,46400
Ammonium nitrate,2043,Brazil,Electrolyser efficiency,kWh/tH2,46400
Urea,2043,Brazil,Electrolyser efficiency,kWh/tH2,46400
Ammonia,2043,Saudi Arabia,Electrolyser efficiency,kWh/tH2,46400
Ammonium nitrate,2043,Saudi Arabia,Electrolyser efficiency,kWh/tH2,46400
Urea,2043,Saudi Arabia,Electrolyser efficiency,kWh/tH2,46400
Ammonia,2043,Namibia,Electrolyser efficiency,kWh/tH2,46400
Ammonium nitrate,2043,Namibia,Electrolyser efficiency,kWh/tH2,46400
Urea,2043,Namibia,Electrolyser efficiency,kWh/tH2,46400
Ammonia,2043,Australia,Electrolyser efficiency,kWh/tH2,46400
Ammonium nitrate,2043,Australia,Electrolyser efficiency,kWh/tH2,46400
Urea,2043,Australia,Electrolyser efficiency,kWh/tH2,46400
Ammonia,2044,China,Electrolyser efficiency,kWh/tH2,46200
Ammonium nitrate,2044,China,Electrolyser efficiency,kWh/tH2,46200
Urea,2044,China,Electrolyser efficiency,kWh/tH2,46200
Ammonia,2044,Rest of Asia,Electrolyser efficiency,kWh/tH2,46200
Ammonium nitrate,2044,Rest of Asia,Electrolyser efficiency,kWh/tH2,46200
Urea,2044,Rest of Asia,Electrolyser efficiency,kWh/tH2,46200
Ammonia,2044,North America,Electrolyser efficiency,kWh/tH2,46200
Ammonium nitrate,2044,North America,Electrolyser efficiency,kWh/tH2,46200
Urea,2044,North America,Electrolyser efficiency,kWh/tH2,46200
Ammonia,2044,Russia,Electrolyser efficiency,kWh/tH2,46200
Ammonium nitrate,2044,Russia,Electrolyser efficiency,kWh/tH2,46200
Urea,2044,Russia,Electrolyser efficiency,kWh/tH2,46200
Ammonia,2044,Europe,Electrolyser efficiency,kWh/tH2,46200
Ammonium nitrate,2044,Europe,Electrolyser efficiency,kWh/tH2,46200
Urea,2044,Europe,Electrolyser efficiency,kWh/tH2,46200
Ammonia,2044,India,Electrolyser efficiency,kWh/tH2,46200
Ammonium nitrate,2044,India,Electrolyser efficiency,kWh/tH2,46200
Urea,2044,India,Electrolyser efficiency,kWh/tH2,46200
Ammonia,2044,Middle East,Electrolyser efficiency,kWh/tH2,46200
Ammonium nitrate,2044,Middle East,Electrolyser efficiency,kWh/tH2,46200
Urea,2044,Middle East,Electrolyser efficiency,kWh/tH2,46200
Ammonia,2044,Africa,Electrolyser efficiency,kWh/tH2,46200
Ammonium nitrate,2044,Africa,Electrolyser efficiency,kWh/tH2,46200
Urea,2044,Africa,Electrolyser efficiency,kWh/tH2,46200
Ammonia,2044,Latin America,Electrolyser efficiency,kWh/tH2,46200
Ammonium nitrate,2044,Latin America,Electrolyser efficiency,kWh/tH2,46200
Urea,2044,Latin America,Electrolyser efficiency,kWh/tH2,46200
Ammonia,2044,Oceania,Electrolyser efficiency,kWh/tH2,46200
Ammonium nitrate,2044,Oceania,Electrolyser efficiency,kWh/tH2,46200
Urea,2044,Oceania,Electrolyser efficiency,kWh/tH2,46200
Ammonia,2044,Brazil,Electrolyser efficiency,kWh/tH2,46200
Ammonium nitrate,2044,Brazil,Electrolyser efficiency,kWh/tH2,46200
Urea,2044,Brazil,Electrolyser efficiency,kWh/tH2,46200
Ammonia,2044,Saudi Arabia,Electrolyser efficiency,kWh/tH2,46200
Ammonium nitrate,2044,Saudi Arabia,Electrolyser efficiency,kWh/tH2,46200
Urea,2044,Saudi Arabia,Electrolyser efficiency,kWh/tH2,46200
Ammonia,2044,Namibia,Electrolyser efficiency,kWh/tH2,46200
Ammonium nitrate,2044,Namibia,Electrolyser efficiency,kWh/tH2,46200
Urea,2044,Namibia,Electrolyser efficiency,kWh/tH2,46200
Ammonia,2044,Australia,Electrolyser efficiency,kWh/tH2,46200
Ammonium nitrate,2044,Australia,Electrolyser efficiency,kWh/tH2,46200
Urea,2044,Australia,Electrolyser efficiency,kWh/tH2,46200
Ammonia,2045,China,Electrolyser efficiency,kWh/tH2,46000
Ammonium nitrate,2045,China,Electrolyser efficiency,kWh/tH2,46000
Urea,2045,China,Electrolyser efficiency,kWh/tH2,46000
Ammonia,2045,Rest of Asia,Electrolyser efficiency,kWh/tH2,46000
Ammonium nitrate,2045,Rest of Asia,Electrolyser efficiency,kWh/tH2,46000
Urea,2045,Rest of Asia,Electrolyser efficiency,kWh/tH2,46000
Ammonia,2045,North America,Electrolyser efficiency,kWh/tH2,46000
Ammonium nitrate,2045,North America,Electrolyser efficiency,kWh/tH2,46000
Urea,2045,North America,Electrolyser efficiency,kWh/tH2,46000
Ammonia,2045,Russia,Electrolyser efficiency,kWh/tH2,46000
Ammonium nitrate,2045,Russia,Electrolyser efficiency,kWh/tH2,46000
Urea,2045,Russia,Electrolyser efficiency,kWh/tH2,46000
Ammonia,2045,Europe,Electrolyser efficiency,kWh/tH2,46000
Ammonium nitrate,2045,Europe,Electrolyser efficiency,kWh/tH2,46000
Urea,2045,Europe,Electrolyser efficiency,kWh/tH2,46000
Ammonia,2045,India,Electrolyser efficiency,kWh/tH2,46000
Ammonium nitrate,2045,India,Electrolyser efficiency,kWh/tH2,46000
Urea,2045,India,Electrolyser efficiency,kWh/tH2,46000
Ammonia,2045,Middle East,Electrolyser efficiency,kWh/tH2,46000
Ammonium nitrate,2045,Middle East,Electrolyser efficiency,kWh/tH2,46000
Urea,2045,Middle East,Electrolyser efficiency,kWh/tH2,46000
Ammonia,2045,Africa,Electrolyser efficiency,kWh/tH2,46000
Ammonium nitrate,2045,Africa,Electrolyser efficiency,kWh/tH2,46000
Urea,2045,Africa,Electrolyser efficiency,kWh/tH2,46000
Ammonia,2045,Latin America,Electrolyser efficiency,kWh/tH2,46000
Ammonium nitrate,2045,Latin America,Electrolyser efficiency,kWh/tH2,46000
Urea,2045,Latin America,Electrolyser efficiency,kWh/tH2,46000
Ammonia,2045,Oceania,Electrolyser efficiency,kWh/tH2,46000
Ammonium nitrate,2045,Oceania,Electrolyser efficiency,kWh/tH2,46000
Urea,2045,Oceania,Electrolyser efficiency,kWh/tH2,46000
Ammonia,2045,Brazil,Electrolyser efficiency,kWh/tH2,46000
Ammonium nitrate,2045,Brazil,Electrolyser efficiency,kWh/tH2,46000
Urea,2045,Brazil,Electrolyser efficiency,kWh/tH2,46000
Ammonia,2045,Saudi Arabia,Electrolyser efficiency,kWh/tH2,46000
Ammonium nitrate,2045,Saudi Arabia,Electrolyser efficiency,kWh/tH2,46000
Urea,2045,Saudi Arabia,Electrolyser efficiency,kWh/tH2,46000
Ammonia,2045,Namibia,Electrolyser efficiency,kWh/tH2,46000
Ammonium nitrate,2045,Namibia,Electrolyser efficiency,kWh/tH2,46000
Urea,2045,Namibia,Electrolyser efficiency,kWh/tH2,46000
Ammonia,2045,Australia,Electrolyser efficiency,kWh/tH2,46000
Ammonium nitrate,2045,Australia,Electrolyser efficiency,kWh/tH2,46000
Urea,2045,Australia,Electrolyser efficiency,kWh/tH2,46000
Ammonia,2046,China,Electrolyser efficiency,kWh/tH2,45800
Ammonium nitrate,2046,China,Electrolyser efficiency,kWh/tH2,45800
Urea,2046,China,Electrolyser efficiency,kWh/tH2,45800
Ammonia,2046,Rest of Asia,Electrolyser efficiency,kWh/tH2,45800
Ammonium nitrate,2046,Rest of Asia,Electrolyser efficiency,kWh/tH2,45800
Urea,2046,Rest of Asia,Electrolyser efficiency,kWh/tH2,45800
Ammonia,2046,North America,Electrolyser efficiency,kWh/tH2,45800
Ammonium nitrate,2046,North America,Electrolyser efficiency,kWh/tH2,45800
Urea,2046,North America,Electrolyser efficiency,kWh/tH2,45800
Ammonia,2046,Russia,Electrolyser efficiency,kWh/tH2,45800
Ammonium nitrate,2046,Russia,Electrolyser efficiency,kWh/tH2,45800
Urea,2046,Russia,Electrolyser efficiency,kWh/tH2,45800
Ammonia,2046,Europe,Electrolyser efficiency,kWh/tH2,45800
Ammonium nitrate,2046,Europe,Electrolyser efficiency,kWh/tH2,45800
Urea,2046,Europe,Electrolyser efficiency,kWh/tH2,45800
Ammonia,2046,India,Electrolyser efficiency,kWh/tH2,45800
Ammonium nitrate,2046,India,Electrolyser efficiency,kWh/tH2,45800
Urea,2046,India,Electrolyser efficiency,kWh/tH2,45800
Ammonia,2046,Middle East,Electrolyser efficiency,kWh/tH2,45800
Ammonium nitrate,2046,Middle East,Electrolyser efficiency,kWh/tH2,45800
Urea,2046,Middle East,Electrolyser efficiency,kWh/tH2,45800
Ammonia,2046,Africa,Electrolyser efficiency,kWh/tH2,45800
Ammonium nitrate,2046,Africa,Electrolyser efficiency,kWh/tH2,45800
Urea,2046,Africa,Electrolyser efficiency,kWh/tH2,45800
Ammonia,2046,Latin America,Electrolyser efficiency,kWh/tH2,45800
Ammonium nitrate,2046,Latin America,Electrolyser efficiency,kWh/tH2,45800
Urea,2046,Latin America,Electrolyser efficiency,kWh/tH2,45800
Ammonia,2046,Oceania,Electrolyser efficiency,kWh/tH2,45800
Ammonium nitrate,2046,Oceania,Electrolyser efficiency,kWh/tH2,45800
Urea,2046,Oceania,Electrolyser efficiency,kWh/tH2,45800
Ammonia,2046,Brazil,Electrolyser efficiency,kWh/tH2,45800
Ammonium nitrate,2046,Brazil,Electrolyser efficiency,kWh/tH2,45800
Urea,2046,Brazil,Electrolyser efficiency,kWh/tH2,45800
Ammonia,2046,Saudi Arabia,Electrolyser efficiency,kWh/tH2,45800
Ammonium nitrate,2046,Saudi Arabia,Electrolyser efficiency,kWh/tH2,45800
Urea,2046,Saudi Arabia,Electrolyser efficiency,kWh/tH2,45800
Ammonia,2046,Namibia,Electrolyser efficiency,kWh/tH2,45800
Ammonium nitrate,2046,Namibia,Electrolyser efficiency,kWh/tH2,45800
Urea,2046,Namibia,Electrolyser efficiency,kWh/tH2,45800
Ammonia,2046,Australia,Electrolyser efficiency,kWh/tH2,45800
Ammonium nitrate,2046,Australia,Electrolyser efficiency,kWh/tH2,45800
Urea,2046,Australia,Electrolyser efficiency,kWh/tH2,45800
Ammonia,2047,China,Electrolyser efficiency,kWh/tH2,45600
Ammonium nitrate,2047,China,Electrolyser efficiency,kWh/tH2,45600
Urea,2047,China,Electrolyser efficiency,kWh/tH2,45600
Ammonia,2047,Rest of Asia,Electrolyser efficiency,kWh/tH2,45600
Ammonium nitrate,2047,Rest of Asia,Electrolyser efficiency,kWh/tH2,45600
Urea,2047,Rest of Asia,Electrolyser efficiency,kWh/tH2,45600
Ammonia,2047,North America,Electrolyser efficiency,kWh/tH2,45600
Ammonium nitrate,2047,North America,Electrolyser efficiency,kWh/tH2,45600
Urea,2047,North America,Electrolyser efficiency,kWh/tH2,45600
Ammonia,2047,Russia,Electrolyser efficiency,kWh/tH2,45600
Ammonium nitrate,2047,Russia,Electrolyser efficiency,kWh/tH2,45600
Urea,2047,Russia,Electrolyser efficiency,kWh/tH2,45600
Ammonia,2047,Europe,Electrolyser efficiency,kWh/tH2,45600
Ammonium nitrate,2047,Europe,Electrolyser efficiency,kWh/tH2,45600
Urea,2047,Europe,Electrolyser efficiency,kWh/tH2,45600
Ammonia,2047,India,Electrolyser efficiency,kWh/tH2,45600
Ammonium nitrate,2047,India,Electrolyser efficiency,kWh/tH2,45600
Urea,2047,India,Electrolyser efficiency,kWh/tH2,45600
Ammonia,2047,Middle East,Electrolyser efficiency,kWh/tH2,45600
Ammonium nitrate,2047,Middle East,Electrolyser efficiency,kWh/tH2,45600
Urea,2047,Middle East,Electrolyser efficiency,kWh/tH2,45600
Ammonia,2047,Africa,Electrolyser efficiency,kWh/tH2,45600
Ammonium nitrate,2047,Africa,Electrolyser efficiency,kWh/tH2,45600
Urea,2047,Africa,Electrolyser efficiency,kWh/tH2,45600
Ammonia,2047,Latin America,Electrolyser efficiency,kWh/tH2,45600
Ammonium nitrate,2047,Latin America,Electrolyser efficiency,kWh/tH2,45600
Urea,2047,Latin America,Electrolyser efficiency,kWh/tH2,45600
Ammonia,2047,Oceania,Electrolyser efficiency,kWh/tH2,45600
Ammonium nitrate,2047,Oceania,Electrolyser efficiency,kWh/tH2,45600
Urea,2047,Oceania,Electrolyser efficiency,kWh/tH2,45600
Ammonia,2047,Brazil,Electrolyser efficiency,kWh/tH2,45600
Ammonium nitrate,2047,Brazil,Electrolyser efficiency,kWh/tH2,45600
Urea,2047,Brazil,Electrolyser efficiency,kWh/tH2,45600
Ammonia,2047,Saudi Arabia,Electrolyser efficiency,kWh/tH2,45600
Ammonium nitrate,2047,Saudi Arabia,Electrolyser efficiency,kWh/tH2,45600
Urea,2047,Saudi Arabia,Electrolyser efficiency,kWh/tH2,45600
Ammonia,2047,Namibia,Electrolyser efficiency,kWh/tH2,45600
Ammonium nitrate,2047,Namibia,Electrolyser efficiency,kWh/tH2,45600
Urea,2047,Namibia,Electrolyser efficiency,kWh/tH2,45600
Ammonia,2047,Australia,Electrolyser efficiency,kWh/tH2,45600
Ammonium nitrate,2047,Australia,Electrolyser efficiency,kWh/tH2,45600
Urea,2047,Australia,Electrolyser efficiency,kWh/tH2,45600
Ammonia,2048,China,Electrolyser efficiency,kWh/tH2,45400
Ammonium nitrate,2048,China,Electrolyser efficiency,kWh/tH2,45400
Urea,2048,China,Electrolyser efficiency,kWh/tH2,45400
Ammonia,2048,Rest of Asia,Electrolyser efficiency,kWh/tH2,45400
Ammonium nitrate,2048,Rest of Asia,Electrolyser efficiency,kWh/tH2,45400
Urea,2048,Rest of Asia,Electrolyser efficiency,kWh/tH2,45400
Ammonia,2048,North America,Electrolyser efficiency,kWh/tH2,45400
Ammonium nitrate,2048,North America,Electrolyser efficiency,kWh/tH2,45400
Urea,2048,North America,Electrolyser efficiency,kWh/tH2,45400
Ammonia,2048,Russia,Electrolyser efficiency,kWh/tH2,45400
Ammonium nitrate,2048,Russia,Electrolyser efficiency,kWh/tH2,45400
Urea,2048,Russia,Electrolyser efficiency,kWh/tH2,45400
Ammonia,2048,Europe,Electrolyser efficiency,kWh/tH2,45400
Ammonium nitrate,2048,Europe,Electrolyser efficiency,kWh/tH2,45400
Urea,2048,Europe,Electrolyser efficiency,kWh/tH2,45400
Ammonia,2048,India,Electrolyser efficiency,kWh/tH2,45400
Ammonium nitrate,2048,India,Electrolyser efficiency,kWh/tH2,45400
Urea,2048,India,Electrolyser efficiency,kWh/tH2,45400
Ammonia,2048,Middle East,Electrolyser efficiency,kWh/tH2,45400
Ammonium nitrate,2048,Middle East,Electrolyser efficiency,kWh/tH2,45400
Urea,2048,Middle East,Electrolyser efficiency,kWh/tH2,45400
Ammonia,2048,Africa,Electrolyser efficiency,kWh/tH2,45400
Ammonium nitrate,2048,Africa,Electrolyser efficiency,kWh/tH2,45400
Urea,2048,Africa,Electrolyser efficiency,kWh/tH2,45400
Ammonia,2048,Latin America,Electrolyser efficiency,kWh/tH2,45400
Ammonium nitrate,2048,Latin America,Electrolyser efficiency,kWh/tH2,45400
Urea,2048,Latin America,Electrolyser efficiency,kWh/tH2,45400
Ammonia,2048,Oceania,Electrolyser efficiency,kWh/tH2,45400
Ammonium nitrate,2048,Oceania,Electrolyser efficiency,kWh/tH2,45400
Urea,2048,Oceania,Electrolyser efficiency,kWh/tH2,45400
Ammonia,2048,Brazil,Electrolyser efficiency,kWh/tH2,45400
Ammonium nitrate,2048,Brazil,Electrolyser efficiency,kWh/tH2,45400
Urea,2048,Brazil,Electrolyser efficiency,kWh/tH2,45400
Ammonia,2048,Saudi Arabia,Electrolyser efficiency,kWh/tH2,45400
Ammonium nitrate,2048,Saudi Arabia,Electrolyser efficiency,kWh/tH2,45400
Urea,2048,Saudi Arabia,Electrolyser efficiency,kWh/tH2,45400
Ammonia,2048,Namibia,Electrolyser efficiency,kWh/tH2,45400
Ammonium nitrate,2048,Namibia,Electrolyser efficiency,kWh/tH2,45400
Urea,2048,Namibia,Electrolyser efficiency,kWh/tH2,45400
Ammonia,2048,Australia,Electrolyser efficiency,kWh/tH2,45400
Ammonium nitrate,2048,Australia,Electrolyser efficiency,kWh/tH2,45400
Urea,2048,Australia,Electrolyser efficiency,kWh/tH2,45400
Ammonia,2049,China,Electrolyser efficiency,kWh/tH2,45200
Ammonium nitrate,2049,China,Electrolyser efficiency,kWh/tH2,45200
Urea,2049,China,Electrolyser efficiency,kWh/tH2,45200
Ammonia,2049,Rest of Asia,Electrolyser efficiency,kWh/tH2,45200
Ammonium nitrate,2049,Rest of Asia,Electrolyser efficiency,kWh/tH2,45200
Urea,2049,Rest of Asia,Electrolyser efficiency,kWh/tH2,45200
Ammonia,2049,North America,Electrolyser efficiency,kWh/tH2,45200
Ammonium nitrate,2049,North America,Electrolyser efficiency,kWh/tH2,45200
Urea,2049,North America,Electrolyser efficiency,kWh/tH2,45200
Ammonia,2049,Russia,Electrolyser efficiency,kWh/tH2,45200
Ammonium nitrate,2049,Russia,Electrolyser efficiency,kWh/tH2,45200
Urea,2049,Russia,Electrolyser efficiency,kWh/tH2,45200
Ammonia,2049,Europe,Electrolyser efficiency,kWh/tH2,45200
Ammonium nitrate,2049,Europe,Electrolyser efficiency,kWh/tH2,45200
Urea,2049,Europe,Electrolyser efficiency,kWh/tH2,45200
Ammonia,2049,India,Electrolyser efficiency,kWh/tH2,45200
Ammonium nitrate,2049,India,Electrolyser efficiency,kWh/tH2,45200
Urea,2049,India,Electrolyser efficiency,kWh/tH2,45200
Ammonia,2049,Middle East,Electrolyser efficiency,kWh/tH2,45200
Ammonium nitrate,2049,Middle East,Electrolyser efficiency,kWh/tH2,45200
Urea,2049,Middle East,Electrolyser efficiency,kWh/tH2,45200
Ammonia,2049,Africa,Electrolyser efficiency,kWh/tH2,45200
Ammonium nitrate,2049,Africa,Electrolyser efficiency,kWh/tH2,45200
Urea,2049,Africa,Electrolyser efficiency,kWh/tH2,45200
Ammonia,2049,Latin America,Electrolyser efficiency,kWh/tH2,45200
Ammonium nitrate,2049,Latin America,Electrolyser efficiency,kWh/tH2,45200
Urea,2049,Latin America,Electrolyser efficiency,kWh/tH2,45200
Ammonia,2049,Oceania,Electrolyser efficiency,kWh/tH2,45200
Ammonium nitrate,2049,Oceania,Electrolyser efficiency,kWh/tH2,45200
Urea,2049,Oceania,Electrolyser efficiency,kWh/tH2,45200
Ammonia,2049,Brazil,Electrolyser efficiency,kWh/tH2,45200
Ammonium nitrate,2049,Brazil,Electrolyser efficiency,kWh/tH2,45200
Urea,2049,Brazil,Electrolyser efficiency,kWh/tH2,45200
Ammonia,2049,Saudi Arabia,Electrolyser efficiency,kWh/tH2,45200
Ammonium nitrate,2049,Saudi Arabia,Electrolyser efficiency,kWh/tH2,45200
Urea,2049,Saudi Arabia,Electrolyser efficiency,kWh/tH2,45200
Ammonia,2049,Namibia,Electrolyser efficiency,kWh/tH2,45200
Ammonium nitrate,2049,Namibia,Electrolyser efficiency,kWh/tH2,45200
Urea,2049,Namibia,Electrolyser efficiency,kWh/tH2,45200
Ammonia,2049,Australia,Electrolyser efficiency,kWh/tH2,45200
Ammonium nitrate,2049,Australia,Electrolyser efficiency,kWh/tH2,45200
Urea,2049,Australia,Electrolyser efficiency,kWh/tH2,45200
Ammonia,2050,China,Electrolyser efficiency,kWh/tH2,45000
Ammonium nitrate,2050,China,Electrolyser efficiency,kWh/tH2,45000
Urea,2050,China,Electrolyser efficiency,kWh/tH2,45000
Ammonia,2050,Rest of Asia,Electrolyser efficiency,kWh/tH2,45000
Ammonium nitrate,2050,Rest of Asia,Electrolyser efficiency,kWh/tH2,45000
Urea,2050,Rest of Asia,Electrolyser efficiency,kWh/tH2,45000
Ammonia,2050,North America,Electrolyser efficiency,kWh/tH2,45000
Ammonium nitrate,2050,North America,Electrolyser efficiency,kWh/tH2,45000
Urea,2050,North America,Electrolyser efficiency,kWh/tH2,45000
Ammonia,2050,Russia,Electrolyser efficiency,kWh/tH2,45000
Ammonium nitrate,2050,Russia,Electrolyser efficiency,kWh/tH2,45000
Urea,2050,Russia,Electrolyser efficiency,kWh/tH2,45000
Ammonia,2050,Europe,Electrolyser efficiency,kWh/tH2,45000
Ammonium nitrate,2050,Europe,Electrolyser efficiency,kWh/tH2,45000
Urea,2050,Europe,Electrolyser efficiency,kWh/tH2,45000
Ammonia,2050,India,Electrolyser efficiency,kWh/tH2,45000
Ammonium nitrate,2050,India,Electrolyser efficiency,kWh/tH2,45000
Urea,2050,India,Electrolyser efficiency,kWh/tH2,45000
Ammonia,2050,Middle East,Electrolyser efficiency,kWh/tH2,45000
Ammonium nitrate,2050,Middle East,Electrolyser efficiency,kWh/tH2,45000
Urea,2050,Middle East,Electrolyser efficiency,kWh/tH2,45000
Ammonia,2050,Africa,Electrolyser efficiency,kWh/tH2,45000
Ammonium nitrate,2050,Africa,Electrolyser efficiency,kWh/tH2,45000
Urea,2050,Africa,Electrolyser efficiency,kWh/tH2,45000
Ammonia,2050,Latin America,Electrolyser efficiency,kWh/tH2,45000
Ammonium nitrate,2050,Latin America,Electrolyser efficiency,kWh/tH2,45000
Urea,2050,Latin America,Electrolyser efficiency,kWh/tH2,45000
Ammonia,2050,Oceania,Electrolyser efficiency,kWh/tH2,45000
Ammonium nitrate,2050,Oceania,Electrolyser efficiency,kWh/tH2,45000
Urea,2050,Oceania,Electrolyser efficiency,kWh/tH2,45000
Ammonia,2050,Brazil,Electrolyser efficiency,kWh/tH2,45000
Ammonium nitrate,2050,Brazil,Electrolyser efficiency,kWh/tH2,45000
Urea,2050,Brazil,Electrolyser efficiency,kWh/tH2,45000
Ammonia,2050,Saudi Arabia,Electrolyser efficiency,kWh/tH2,45000
Ammonium nitrate,2050,Saudi Arabia,Electrolyser efficiency,kWh/tH2,45000
Urea,2050,Saudi Arabia,Electrolyser efficiency,kWh/tH2,45000
Ammonia,2050,Namibia,Electrolyser efficiency,kWh/tH2,45000
Ammonium nitrate,2050,Namibia,Electrolyser efficiency,kWh/tH2,45000
Urea,2050,Namibia,Electrolyser efficiency,kWh/tH2,45000
Ammonia,2050,Australia,Electrolyser efficiency,kWh/tH2,45000
Ammonium nitrate,2050,Australia,Electrolyser efficiency,kWh/tH2,45000
Urea,2050,Australia,Electrolyser efficiency,kWh/tH2,45000
